id,first_name,last_name,email,gender,part_time_job,absence_days,extracurricular_activities,weekly_self_study_hours,career_aspiration,,SCHOOL NAME,math_score,MATHSCORE,history_score,HISTORY SCORE,physics_score,PHYSIC SCORE SCALE,chemistry_score,CHEMISTRY SCORE,biology_score,BIO SCORE,english_score,ENGLISH SCORE,geography_score,GEOGRAPHY SCORE,QUESTION 1,QUESTION 2,QUESTION 3
401,Andrew,Smith,andrew.smith.401@gslingacademy.com,male,FALSE,3,FALSE,16,Stock Investor,,BrightHope college,99,A,86,B,90,A,100,A,96,A,77,C,60,D,,,
402,Teresa,Stafford,teresa.stafford.402@gslingacademy.com,female,FALSE,1,FALSE,20,Banker,,BrightHope college,84,B,92,A,63,D,91,A,89,B,92,A,76,C,,,
403,Cory,Harris,cory.harris.403@gslingacademy.com,male,FALSE,4,FALSE,28,Construction Engineer,,BrightHope college,85,B,72,C,87,B,72,C,68,D,85,B,78,C,,,
404,Douglas,Irwin,douglas.irwin.404@gslingacademy.com,male,FALSE,7,FALSE,30,Software Engineer,,BrightHope college,100,A,79,C,92,A,92,A,67,D,68,D,72,C,,,
405,Deborah,Miller,deborah.miller.405@gslingacademy.com,female,FALSE,3,FALSE,17,Banker,,BrightHope college,86,B,61,D,68,D,91,A,60,D,86,B,62,D,,,
406,Autumn,Hernandez,autumn.hernandez.406@gslingacademy.com,female,FALSE,5,FALSE,25,Unknown,,BrightHope college,79,C,70,C,71,C,95,A,79,C,77,C,68,D,,,
407,Paul,Serrano,paul.serrano.407@gslingacademy.com,male,FALSE,5,FALSE,18,Accountant,,BrightHope college,76,C,82,B,76,C,71,C,70,C,89,B,76,C,,,
408,Matthew,Griffin,matthew.griffin.408@gslingacademy.com,male,TRUE,1,FALSE,23,Software Engineer,,BrightHope college,96,A,63,D,69,D,67,D,69,D,92,A,77,C,,,
409,Evan,Holmes,evan.holmes.409@gslingacademy.com,male,FALSE,4,TRUE,23,Software Engineer,,BrightHope college,100,A,77,C,75,C,74,C,80,B,94,A,74,C,,,
410,Cynthia,Baker,cynthia.baker.410@gslingacademy.com,female,FALSE,6,FALSE,21,Software Engineer,,BrightHope college,88,B,84,B,87,B,97,A,94,A,87,B,85,B,,,
411,Sandra,Melendez,sandra.melendez.411@gslingacademy.com,female,FALSE,3,FALSE,27,Software Engineer,,BrightHope college,96,A,76,C,98,A,89,B,93,A,85,B,75,C,,,
412,Claudia,Munoz,claudia.munoz.412@gslingacademy.com,female,FALSE,5,FALSE,14,Software Engineer,,BrightHope college,92,A,66,D,96,A,71,C,87,B,89,B,61,D,,,
413,Christopher,Nguyen,christopher.nguyen.413@gslingacademy.com,male,FALSE,2,TRUE,37,Doctor,,BrightHope college,87,B,93,A,99,A,100,A,97,A,92,A,90,A,,,
414,David,Jennings,david.jennings.414@gslingacademy.com,male,FALSE,3,FALSE,29,Accountant,,BrightHope college,95,A,82,B,74,C,87,B,36,F,61,D,88,B,,,
415,Joel,Morris,joel.morris.415@gslingacademy.com,male,TRUE,6,FALSE,4,Business Owner,,BrightHope college,44,NOSCORE,76,C,56,D,71,C,66,D,54,D,91,A,,,
416,Rhonda,Bradley,rhonda.bradley.416@gslingacademy.com,female,FALSE,3,FALSE,16,Banker,,BrightHope college,78,C,89,B,68,D,63,D,81,B,92,A,97,A,,,
417,Melissa,Brown,melissa.brown.417@gslingacademy.com,female,FALSE,4,FALSE,30,Accountant,,BrightHope college,95,A,78,C,93,A,85,B,48,F,68,D,75,C,,,
418,Matthew,Kramer,matthew.kramer.418@gslingacademy.com,male,TRUE,7,FALSE,1,Business Owner,,BrightHope college,57,D,56,D,53,D,75,C,98,A,92,A,73,C,,,
419,Austin,Bass,austin.bass.419@gslingacademy.com,male,FALSE,3,TRUE,24,Software Engineer,,BrightHope college,86,B,99,A,95,A,94,A,92,A,90,A,77,C,,,
420,Jennifer,West,jennifer.west.420@gslingacademy.com,female,FALSE,2,FALSE,35,Writer,,BrightHope college,92,A,97,A,100,A,91,A,95,A,90,A,95,A,,,
421,Patricia,Mccormick,patricia.mccormick.421@gslingacademy.com,female,FALSE,1,FALSE,14,Teacher,,BrightHope college,69,D,69,D,84,B,100,A,69,D,77,C,87,B,,,
422,Sandra,Jacobs,sandra.jacobs.422@gslingacademy.com,female,FALSE,1,FALSE,3,Designer,,BrightHope college,91,A,62,D,75,C,60,D,82,B,91,A,96,A,,,
423,Jasmine,Clark,jasmine.clark.423@gslingacademy.com,female,FALSE,4,FALSE,15,Accountant,,BrightHope college,79,C,79,C,97,A,78,C,31,F,99,A,84,B,,,
424,Jeffrey,Young,jeffrey.young.424@gslingacademy.com,male,FALSE,5,FALSE,23,Software Engineer,,BrightHope college,93,A,96,A,80,B,64,D,91,A,68,D,71,C,,,
425,Jason,Hernandez,jason.hernandez.425@gslingacademy.com,male,FALSE,6,FALSE,19,Unknown,,BrightHope college,90,A,79,C,90,A,73,C,76,C,68,D,95,A,,,
426,Christopher,Hamilton,christopher.hamilton.426@gslingacademy.com,male,FALSE,3,FALSE,33,Doctor,,BrightHope college,99,A,68,D,100,A,95,A,95,A,88,B,83,B,,,
427,Monique,Peterson,monique.peterson.427@gslingacademy.com,female,FALSE,0,FALSE,14,Banker,,BrightHope college,90,A,69,D,81,B,92,A,65,D,89,B,69,D,,,
428,Jill,Sexton,jill.sexton.428@gslingacademy.com,female,FALSE,1,TRUE,0,Artist,,BrightHope college,71,C,84,B,66,D,75,C,93,A,84,B,69,D,,,
429,Jennifer,Kemp,jennifer.kemp.429@gslingacademy.com,female,FALSE,1,FALSE,34,Lawyer,,BrightHope college,98,A,93,A,67,D,74,C,81,B,87,B,76,C,,,
430,David,Harris,david.harris.430@gslingacademy.com,male,FALSE,5,FALSE,33,Scientist,,BrightHope college,94,A,99,A,83,B,94,A,93,A,95,A,93,A,,,
431,Cheryl,Snyder,cheryl.snyder.431@gslingacademy.com,female,FALSE,7,FALSE,7,Stock Investor,,BrightHope college,92,A,89,B,79,C,76,C,86,B,61,D,81,B,,,
432,Nathan,Armstrong,nathan.armstrong.432@gslingacademy.com,male,FALSE,2,FALSE,18,Software Engineer,,BrightHope college,100,A,96,A,74,C,61,D,87,B,94,A,60,D,,,
433,Patrick,Ryan,patrick.ryan.433@gslingacademy.com,male,FALSE,9,FALSE,4,Business Owner,,BrightHope college,48,NOSCORE,55,D,86,B,51,D,54,D,94,A,61,D,,,
434,Christian,Wilkins,christian.wilkins.434@gslingacademy.com,male,FALSE,6,FALSE,10,Real Estate Developer,,BrightHope college,63,D,87,B,71,C,68,D,66,D,67,D,99,A,,,
435,Clinton,Martin,clinton.martin.435@gslingacademy.com,male,TRUE,2,FALSE,22,Software Engineer,,BrightHope college,89,B,83,B,89,B,91,A,94,A,93,A,69,D,,,
436,Adriana,Sandoval,adriana.sandoval.436@gslingacademy.com,female,FALSE,5,FALSE,28,Stock Investor,,BrightHope college,88,B,90,A,93,A,81,B,88,B,90,A,74,C,,,
437,Jeremy,Harvey,jeremy.harvey.437@gslingacademy.com,male,FALSE,2,FALSE,2,Real Estate Developer,,BrightHope college,98,A,87,B,67,D,97,A,62,D,60,D,79,C,,,
438,Caitlin,Murillo,caitlin.murillo.438@gslingacademy.com,female,FALSE,1,FALSE,0,Business Owner,,BrightHope college,92,A,86,B,88,B,75,C,60,D,50,D,79,C,,,
439,Andrew,Green,andrew.green.439@gslingacademy.com,male,FALSE,3,FALSE,24,Doctor,,BrightHope college,80,B,60,D,100,A,99,A,98,A,75,C,94,A,,,
440,Rodney,Bennett,rodney.bennett.440@gslingacademy.com,male,FALSE,2,FALSE,15,Construction Engineer,,BrightHope college,92,A,63,D,91,A,65,D,69,D,94,A,98,A,,,
441,Megan,Moyer,megan.moyer.441@gslingacademy.com,female,TRUE,2,FALSE,1,Artist,,BrightHope college,82,B,95,A,68,D,64,D,97,A,99,A,60,D,,,
442,Mathew,Burns,mathew.burns.442@gslingacademy.com,male,FALSE,1,FALSE,8,Stock Investor,,BrightHope college,84,B,74,C,74,C,75,C,99,A,99,A,85,B,,,
443,Tammie,Stanley,tammie.stanley.443@gslingacademy.com,female,FALSE,7,FALSE,9,Teacher,,BrightHope college,61,D,70,C,65,D,67,D,93,A,81,B,63,D,,,
444,James,Glover,james.glover.444@gslingacademy.com,male,FALSE,4,FALSE,33,Software Engineer,,BrightHope college,99,A,87,B,98,A,76,C,65,D,94,A,67,D,,,
445,Michelle,Reeves,michelle.reeves.445@gslingacademy.com,female,FALSE,3,FALSE,32,Accountant,,BrightHope college,83,B,69,D,90,A,78,C,39,F,95,A,82,B,,,
446,Rhonda,Hall,rhonda.hall.446@gslingacademy.com,female,TRUE,9,FALSE,4,Business Owner,,BrightHope college,56,D,90,A,95,A,59,D,91,A,77,C,99,A,,,
447,Matthew,Kidd,matthew.kidd.447@gslingacademy.com,male,FALSE,2,FALSE,2,Business Owner,,BrightHope college,65,D,64,D,52,D,56,D,63,D,82,B,83,B,,,
448,Joseph,Stone,joseph.stone.448@gslingacademy.com,male,FALSE,3,FALSE,20,Designer,,BrightHope college,94,A,61,D,77,C,73,C,79,C,65,D,89,B,,,
449,Jessica,Mendoza,jessica.mendoza.449@gslingacademy.com,female,FALSE,1,FALSE,21,Software Engineer,,BrightHope college,90,A,96,A,73,C,89,B,93,A,87,B,96,A,,,
450,Susan,Brown,susan.brown.450@gslingacademy.com,female,FALSE,3,FALSE,29,Lawyer,,BrightHope college,94,A,82,B,81,B,90,A,76,C,97,A,86,B,,,
451,Lori,Ryan,lori.ryan.451@gslingacademy.com,female,FALSE,3,FALSE,13,Unknown,,BrightHope college,89,B,87,B,63,D,83,B,64,D,85,B,72,C,,,
452,Ryan,Cruz,ryan.cruz.452@gslingacademy.com,male,FALSE,1,FALSE,24,Accountant,,BrightHope college,89,B,67,D,68,D,93,A,98,A,75,C,88,B,,,
453,Nicholas,Johnson,nicholas.johnson.453@gslingacademy.com,male,FALSE,7,FALSE,30,Doctor,,BrightHope college,88,B,98,A,87,B,85,B,96,A,77,C,96,A,,,
454,Joseph,Schmidt,joseph.schmidt.454@gslingacademy.com,male,FALSE,1,FALSE,25,Stock Investor,,BrightHope college,76,C,94,A,90,A,75,C,92,A,86,B,87,B,,,
455,Daniel,Brown,daniel.brown.455@gslingacademy.com,male,FALSE,1,FALSE,1,Designer,,BrightHope college,88,B,78,C,84,B,96,A,92,A,99,A,97,A,,,
456,Harold,Vazquez,harold.vazquez.456@gslingacademy.com,male,FALSE,4,FALSE,27,Software Engineer,,BrightHope college,88,B,76,C,80,B,72,C,100,A,69,D,71,C,,,
457,Lance,Parsons,lance.parsons.457@gslingacademy.com,male,FALSE,0,TRUE,4,Real Estate Developer,,BrightHope college,54,D,88,B,82,B,89,B,72,C,60,D,69,D,,,
458,Jill,Mathews,jill.mathews.458@gslingacademy.com,female,FALSE,2,TRUE,32,Banker,,BrightHope college,87,B,87,B,76,C,67,D,68,D,89,B,77,C,,,
459,Crystal,Nguyen,crystal.nguyen.459@gslingacademy.com,female,FALSE,1,FALSE,1,Artist,,BrightHope college,95,A,73,C,79,C,81,B,82,B,69,D,100,A,,,
460,Susan,Perez,susan.perez.460@gslingacademy.com,female,FALSE,2,FALSE,32,Designer,,BrightHope college,72,C,72,C,68,D,81,B,95,A,90,A,99,A,,,
461,Brenda,Powers,brenda.powers.461@gslingacademy.com,female,FALSE,1,TRUE,4,Real Estate Developer,,BrightHope college,95,A,76,C,70,C,89,B,88,B,87,B,62,D,,,
462,Samuel,Thompson,samuel.thompson.462@gslingacademy.com,male,FALSE,4,FALSE,28,Software Engineer,,BrightHope college,91,A,97,A,86,B,77,C,83,B,79,C,62,D,,,
463,Taylor,Nelson,taylor.nelson.463@gslingacademy.com,female,FALSE,3,TRUE,32,Lawyer,,BrightHope college,79,C,81,B,63,D,79,C,96,A,96,A,89,B,,,
464,Kimberly,West,kimberly.west.464@gslingacademy.com,female,FALSE,1,FALSE,33,Doctor,,BrightHope college,80,B,71,C,94,A,92,A,92,A,60,D,78,C,,,
465,Brad,Lee,brad.lee.465@gslingacademy.com,male,TRUE,2,FALSE,4,Business Owner,,BrightHope college,86,B,90,A,88,B,73,C,50,D,93,A,71,C,,,
466,Clayton,Green,clayton.green.466@gslingacademy.com,male,FALSE,1,FALSE,31,Software Engineer,,BrightHope college,88,B,88,B,90,A,67,D,77,C,83,B,64,D,,,
467,Richard,Anderson,richard.anderson.467@gslingacademy.com,male,FALSE,5,FALSE,17,Construction Engineer,,BrightHope college,83,B,95,A,86,B,80,B,64,D,66,D,97,A,,,
468,Antonio,Flores,antonio.flores.468@gslingacademy.com,male,FALSE,2,FALSE,23,Doctor,,BrightHope college,84,B,84,B,80,B,97,A,87,B,97,A,91,A,,,
469,Margaret,Mullins,margaret.mullins.469@gslingacademy.com,female,FALSE,0,FALSE,29,Software Engineer,,BrightHope college,85,B,82,B,81,B,85,B,72,C,90,A,71,C,,,
470,Michael,Ball,michael.ball.470@gslingacademy.com,male,FALSE,2,FALSE,19,Software Engineer,,BrightHope college,91,A,85,B,96,A,83,B,74,C,87,B,74,C,,,
471,Allen,Booth,allen.booth.471@gslingacademy.com,male,TRUE,4,TRUE,26,Banker,,BrightHope college,83,B,71,C,94,A,60,D,63,D,93,A,67,D,,,
472,Stephanie,Clark,stephanie.clark.472@gslingacademy.com,female,FALSE,7,FALSE,7,Real Estate Developer,,BrightHope college,97,A,93,A,99,A,98,A,96,A,79,C,88,B,,,
473,Sharon,Nelson,sharon.nelson.473@gslingacademy.com,female,FALSE,6,FALSE,4,Real Estate Developer,,BrightHope college,63,D,68,D,92,A,73,C,66,D,69,D,87,B,,,
474,Marco,Clark,marco.clark.474@gslingacademy.com,male,FALSE,6,FALSE,22,Doctor,,BrightHope college,92,A,98,A,90,A,82,B,86,B,86,B,89,B,,,
475,Victor,Smith,victor.smith.475@gslingacademy.com,male,TRUE,6,TRUE,4,Business Owner,,BrightHope college,78,C,78,C,64,D,94,A,79,C,92,A,63,D,,,
476,Christina,Patterson,christina.patterson.476@gslingacademy.com,female,FALSE,3,FALSE,29,Lawyer,,BrightHope college,78,C,90,A,69,D,100,A,90,A,91,A,90,A,,,
477,Jerry,Knight,jerry.knight.477@gslingacademy.com,male,FALSE,8,TRUE,21,Stock Investor,,BrightHope college,89,B,60,D,93,A,79,C,72,C,76,C,85,B,,,
478,Madison,Jacobs,madison.jacobs.478@gslingacademy.com,female,FALSE,3,FALSE,5,Real Estate Developer,,BrightHope college,53,D,87,B,100,A,84,B,63,D,62,D,95,A,,,
479,Douglas,Watson,douglas.watson.479@gslingacademy.com,male,FALSE,5,FALSE,15,Unknown,,BrightHope college,63,D,84,B,60,D,85,B,91,A,83,B,84,B,,,
480,Manuel,Barrett,manuel.barrett.480@gslingacademy.com,male,FALSE,3,TRUE,10,Unknown,,BrightHope college,100,A,98,A,71,C,100,A,71,C,92,A,63,D,,,
481,Janet,Martin,janet.martin.481@gslingacademy.com,female,TRUE,7,FALSE,2,Business Owner,,BrightHope college,79,C,54,D,81,B,87,B,67,D,74,C,85,B,,,
482,Teresa,Flores,teresa.flores.482@gslingacademy.com,female,FALSE,4,TRUE,0,Real Estate Developer,,BrightHope college,93,A,77,C,71,C,62,D,94,A,69,D,72,C,,,
483,Anthony,Mullins,anthony.mullins.483@gslingacademy.com,male,FALSE,5,TRUE,3,Artist,,BrightHope college,97,A,88,B,67,D,72,C,83,B,87,B,62,D,,,
484,Julie,Zamora,julie.zamora.484@gslingacademy.com,female,FALSE,6,TRUE,1,Unknown,,BrightHope college,76,C,82,B,93,A,98,A,98,A,60,D,65,D,,,
485,Maria,Nguyen,maria.nguyen.485@gslingacademy.com,female,FALSE,3,TRUE,26,Accountant,,BrightHope college,84,B,83,B,80,B,91,A,88,B,61,D,61,D,,,
486,Selena,Castro,selena.castro.486@gslingacademy.com,female,TRUE,5,FALSE,2,Business Owner,,BrightHope college,56,D,96,A,65,D,61,D,78,C,77,C,95,A,,,
487,Whitney,Miller,whitney.miller.487@gslingacademy.com,female,FALSE,3,FALSE,21,Unknown,,BrightHope college,97,A,89,B,94,A,91,A,95,A,70,C,75,C,,,
488,Brenda,Mooney,brenda.mooney.488@gslingacademy.com,female,FALSE,10,FALSE,5,Business Owner,,BrightHope college,67,D,60,D,97,A,53,D,93,A,78,C,81,B,,,
489,Angela,Allen,angela.allen.489@gslingacademy.com,female,TRUE,10,FALSE,5,Business Owner,,BrightHope college,97,A,93,A,64,D,74,C,94,A,74,C,76,C,,,
490,Erica,Cohen,erica.cohen.490@gslingacademy.com,female,FALSE,5,FALSE,0,Business Owner,,BrightHope college,100,A,67,D,50,D,78,C,73,C,90,A,91,A,,,
491,Kelly,Sanders,kelly.sanders.491@gslingacademy.com,female,FALSE,5,TRUE,10,Teacher,,BrightHope college,83,B,61,D,76,C,75,C,62,D,79,C,94,A,,,
492,Michael,Clark,michael.clark.492@gslingacademy.com,male,FALSE,5,FALSE,2,Artist,,BrightHope college,85,B,63,D,83,B,83,B,69,D,94,A,80,B,,,
493,Tammy,Fields,tammy.fields.493@gslingacademy.com,female,FALSE,5,TRUE,24,Banker,,BrightHope college,100,A,96,A,97,A,64,D,76,C,77,C,61,D,,,
494,Steven,Pennington,steven.pennington.494@gslingacademy.com,male,FALSE,4,FALSE,46,Doctor,,BrightHope college,92,A,98,A,99,A,86,B,100,A,86,B,87,B,,,
495,Matthew,Chavez,matthew.chavez.495@gslingacademy.com,male,FALSE,3,FALSE,31,Writer,,BrightHope college,88,B,98,A,65,D,68,D,99,A,94,A,79,C,,,
496,Stephen,Gallagher,stephen.gallagher.496@gslingacademy.com,male,FALSE,1,FALSE,33,Lawyer,,BrightHope college,95,A,82,B,62,D,76,C,64,D,91,A,79,C,,,
497,Victoria,Anderson,victoria.anderson.497@gslingacademy.com,female,FALSE,5,FALSE,26,Stock Investor,,BrightHope college,76,C,81,B,84,B,80,B,80,B,84,B,70,C,,,
498,Thomas,Schroeder,thomas.schroeder.498@gslingacademy.com,male,FALSE,2,FALSE,19,Accountant,,BrightHope college,79,C,93,A,72,C,97,A,69,D,78,C,87,B,,,
499,Mark,Sanchez,mark.sanchez.499@gslingacademy.com,male,FALSE,3,FALSE,25,Software Engineer,,BrightHope college,93,A,70,C,84,B,68,D,71,C,85,B,70,C,,,
500,Katelyn,Moses,katelyn.moses.500@gslingacademy.com,female,FALSE,3,FALSE,24,Accountant,,BrightHope college,79,C,96,A,78,C,90,A,94,A,76,C,88,B,,,
501,Corey,Davis,corey.davis.501@gslingacademy.com,male,FALSE,1,FALSE,21,Stock Investor,,BrightHope college,98,A,99,A,72,C,100,A,94,A,77,C,84,B,,,
502,Susan,Klein,susan.klein.502@gslingacademy.com,female,TRUE,8,TRUE,0,Business Owner,,BrightHope college,93,A,99,A,81,B,67,D,87,B,76,C,60,D,,,
503,John,Martinez,john.martinez.503@gslingacademy.com,male,FALSE,4,FALSE,30,Banker,,BrightHope college,91,A,79,C,78,C,95,A,86,B,89,B,100,A,,,
504,Kendra,Robertson,kendra.robertson.504@gslingacademy.com,female,FALSE,4,FALSE,32,Software Engineer,,BrightHope college,86,B,99,A,77,C,61,D,72,C,92,A,70,C,,,
505,Tamara,Olson,tamara.olson.505@gslingacademy.com,female,FALSE,8,FALSE,15,Unknown,,BrightHope college,81,B,80,B,85,B,93,A,68,D,75,C,90,A,,,
506,Sara,Frazier,sara.frazier.506@gslingacademy.com,female,FALSE,6,FALSE,15,Government Officer,,BrightHope college,97,A,94,A,94,A,83,B,91,A,65,D,96,A,,,
507,Morgan,Moore,morgan.moore.507@gslingacademy.com,female,FALSE,3,TRUE,4,Game Developer,,BrightHope college,90,A,95,A,89,B,93,A,92,A,99,A,88,B,,,
508,Eric,Snyder,eric.snyder.508@gslingacademy.com,male,FALSE,1,TRUE,27,Software Engineer,,BrightHope college,90,A,91,A,62,D,82,B,76,C,70,C,64,D,,,
509,Paul,Hale,paul.hale.509@gslingacademy.com,male,FALSE,5,FALSE,33,Construction Engineer,,BrightHope college,82,B,92,A,95,A,61,D,84,B,81,B,82,B,,,
510,Dale,Martinez,dale.martinez.510@gslingacademy.com,male,FALSE,7,FALSE,25,Software Engineer,,BrightHope college,91,A,94,A,89,B,74,C,60,D,77,C,77,C,,,
511,Sandra,Prince,sandra.prince.511@gslingacademy.com,female,FALSE,0,FALSE,29,Lawyer,,BrightHope college,70,C,94,A,67,D,74,C,84,B,95,A,65,D,,,
512,Dawn,Poole,dawn.poole.512@gslingacademy.com,female,FALSE,2,FALSE,13,Unknown,,BrightHope college,60,D,75,C,70,C,96,A,63,D,82,B,80,B,,,
513,Emily,Jordan,emily.jordan.513@gslingacademy.com,female,FALSE,3,FALSE,49,Doctor,,BrightHope college,85,B,96,A,99,A,94,A,95,A,92,A,95,A,,,
514,John,Owen,john.owen.514@gslingacademy.com,male,FALSE,6,FALSE,34,Lawyer,,BrightHope college,82,B,85,B,72,C,69,D,63,D,99,A,68,D,,,
515,Andrew,Best,andrew.best.515@gslingacademy.com,male,TRUE,4,FALSE,28,Construction Engineer,,BrightHope college,83,B,79,C,92,A,69,D,85,B,71,C,95,A,,,
516,Holly,Burns,holly.burns.516@gslingacademy.com,female,FALSE,2,FALSE,44,Doctor,,BrightHope college,96,A,88,B,100,A,95,A,85,B,94,A,93,A,,,
517,Alicia,Rodriguez,alicia.rodriguez.517@gslingacademy.com,female,FALSE,1,FALSE,14,Software Engineer,,BrightHope college,85,B,87,B,78,C,72,C,91,A,88,B,93,A,,,
518,Erin,Ray,erin.ray.518@gslingacademy.com,female,FALSE,4,FALSE,1,Real Estate Developer,,BrightHope college,95,A,61,D,84,B,98,A,63,D,66,D,80,B,,,
519,Todd,Griffith,todd.griffith.519@gslingacademy.com,male,FALSE,6,FALSE,22,Software Engineer,,BrightHope college,97,A,92,A,87,B,61,D,75,C,62,D,94,A,,,
520,Melinda,Payne,melinda.payne.520@gslingacademy.com,female,FALSE,2,FALSE,11,Teacher,,BrightHope college,95,A,69,D,91,A,97,A,89,B,84,B,66,D,,,
521,Cynthia,Williams,cynthia.williams.521@gslingacademy.com,female,FALSE,3,FALSE,2,Unknown,,BrightHope college,69,D,98,A,77,C,63,D,88,B,64,D,60,D,,,
522,Jenny,Washington,jenny.washington.522@gslingacademy.com,female,FALSE,9,FALSE,3,Business Owner,,BrightHope college,84,B,55,D,65,D,62,D,56,D,91,A,81,B,,,
523,Angela,Joyce,angela.joyce.523@gslingacademy.com,female,FALSE,5,FALSE,28,Banker,,BrightHope college,92,A,100,A,100,A,98,A,83,B,75,C,72,C,,,
524,William,Alvarado,william.alvarado.524@gslingacademy.com,male,TRUE,2,FALSE,0,Business Owner,,BrightHope college,87,B,95,A,78,C,82,B,53,D,59,D,66,D,,,
525,Michael,Mercer,michael.mercer.525@gslingacademy.com,male,FALSE,5,FALSE,22,Banker,,BrightHope college,97,A,87,B,90,A,70,C,96,A,75,C,93,A,,,
526,Erin,Miller,erin.miller.526@gslingacademy.com,female,TRUE,8,FALSE,3,Business Owner,,BrightHope college,92,A,96,A,77,C,95,A,63,D,57,D,90,A,,,
527,Robert,Heath,robert.heath.527@gslingacademy.com,male,FALSE,2,FALSE,25,Unknown,,BrightHope college,72,C,91,A,68,D,79,C,98,A,71,C,89,B,,,
528,Deborah,Rojas,deborah.rojas.528@gslingacademy.com,female,FALSE,3,TRUE,1,Business Owner,,BrightHope college,50,D,55,D,96,A,72,C,55,D,50,D,64,D,,,
529,Diana,Jones,diana.jones.529@gslingacademy.com,female,FALSE,7,FALSE,37,Doctor,,BrightHope college,97,A,96,A,93,A,94,A,91,A,96,A,87,B,,,
530,Meredith,Clark,meredith.clark.530@gslingacademy.com,female,FALSE,3,TRUE,28,Software Engineer,,BrightHope college,89,B,77,C,69,D,72,C,63,D,84,B,99,A,,,
531,Christina,Garrett,christina.garrett.531@gslingacademy.com,female,FALSE,3,FALSE,30,Scientist,,BrightHope college,77,C,76,C,90,A,95,A,94,A,99,A,94,A,,,
532,Daniel,Jackson,daniel.jackson.532@gslingacademy.com,male,FALSE,1,FALSE,19,Stock Investor,,BrightHope college,91,A,89,B,66,D,69,D,100,A,88,B,79,C,,,
533,Bradley,Robinson,bradley.robinson.533@gslingacademy.com,male,TRUE,7,FALSE,2,Business Owner,,BrightHope college,64,D,92,A,70,C,81,B,85,B,55,D,76,C,,,
534,Phyllis,Schneider,phyllis.schneider.534@gslingacademy.com,female,TRUE,4,FALSE,26,Unknown,,BrightHope college,71,C,87,B,63,D,73,C,89,B,77,C,66,D,,,
535,Thomas,Clark,thomas.clark.535@gslingacademy.com,male,FALSE,10,TRUE,0,Business Owner,,BrightHope college,56,D,79,C,74,C,66,D,92,A,57,D,61,D,,,
536,Gregory,Gonzalez,gregory.gonzalez.536@gslingacademy.com,male,FALSE,4,FALSE,5,Game Developer,,BrightHope college,87,B,70,C,98,A,64,D,65,D,78,C,83,B,,,
537,Michelle,Roth,michelle.roth.537@gslingacademy.com,female,FALSE,0,FALSE,17,Software Engineer,,BrightHope college,99,A,69,D,85,B,91,A,77,C,88,B,75,C,,,
538,Christopher,Murphy,christopher.murphy.538@gslingacademy.com,male,FALSE,2,FALSE,26,Lawyer,,BrightHope college,98,A,88,B,76,C,72,C,92,A,81,B,89,B,,,
539,Mark,Davis,mark.davis.539@gslingacademy.com,male,FALSE,2,FALSE,32,Unknown,,BrightHope college,87,B,83,B,74,C,61,D,81,B,72,C,98,A,,,
540,Lauren,Harrington,lauren.harrington.540@gslingacademy.com,female,FALSE,6,TRUE,16,Software Engineer,,BrightHope college,88,B,96,A,90,A,92,A,68,D,97,A,73,C,,,
541,Michelle,Owens,michelle.owens.541@gslingacademy.com,female,TRUE,8,FALSE,2,Business Owner,,BrightHope college,71,C,52,D,53,D,64,D,89,B,76,C,70,C,,,
542,Scott,Weaver,scott.weaver.542@gslingacademy.com,male,FALSE,2,FALSE,35,Construction Engineer,,BrightHope college,96,A,90,A,91,A,95,A,99,A,95,A,99,A,,,
543,Monica,Williams,monica.williams.543@gslingacademy.com,female,FALSE,0,FALSE,17,Accountant,,BrightHope college,81,B,95,A,99,A,65,D,56,D,79,C,98,A,,,
544,Kathryn,Hampton,kathryn.hampton.544@gslingacademy.com,female,FALSE,9,FALSE,3,Business Owner,,BrightHope college,94,A,92,A,63,D,84,B,79,C,66,D,96,A,,,
545,Christina,Shields,christina.shields.545@gslingacademy.com,female,TRUE,3,FALSE,47,Doctor,,BrightHope college,94,A,87,B,98,A,90,A,92,A,88,B,100,A,,,
546,Andrew,Thomas,andrew.thomas.546@gslingacademy.com,male,FALSE,0,FALSE,29,Lawyer,,BrightHope college,98,A,87,B,75,C,63,D,85,B,88,B,75,C,,,
547,Holly,Sexton,holly.sexton.547@gslingacademy.com,female,FALSE,10,FALSE,5,Business Owner,,BrightHope college,100,A,58,D,54,D,97,A,58,D,51,D,80,B,,,
548,Christopher,Peterson,christopher.peterson.548@gslingacademy.com,male,FALSE,3,TRUE,12,Designer,,BrightHope college,66,D,89,B,65,D,99,A,84,B,84,B,86,B,,,
549,Eric,Murray,eric.murray.549@gslingacademy.com,male,FALSE,2,FALSE,35,Doctor,,BrightHope college,94,A,99,A,97,A,94,A,85,B,97,A,97,A,,,
550,Kristina,Watson,kristina.watson.550@gslingacademy.com,female,TRUE,0,FALSE,3,Game Developer,,BrightHope college,83,B,90,A,93,A,89,B,64,D,63,D,82,B,,,
551,Greg,Martin,greg.martin.551@gslingacademy.com,male,TRUE,8,FALSE,2,Business Owner,,BrightHope college,92,A,54,D,50,D,88,B,90,A,91,A,95,A,,,
552,Paul,Shaffer,paul.shaffer.552@gslingacademy.com,male,FALSE,10,FALSE,35,Software Engineer,,BrightHope college,93,A,100,A,90,A,94,A,97,A,98,A,98,A,,,
